type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud
CASH_OUT,60650.0,C2097586431,0.0,0.0,C510382951,567853.72,975636.19,0,0
CASH_OUT,55593.37,C802853600,0.0,0.0,C1588476205,61609.0,117202.37,0,0
TRANSFER,1601662.76,C338418733,20223.0,0.0,C1116292004,105803.76,1707466.52,0,0
CASH_OUT,288265.7,C1158918503,39578.0,0.0,C954723689,148239.69,580053.83,0,0
CASH_OUT,1255048.95,C249429856,0.0,0.0,C1337741679,1719594.68,4670415.04,0,0
CASH_OUT,225751.74,C842031308,0.0,0.0,C1325038895,2246162.58,3634530.27,0,0
CASH_OUT,74690.93,C841095783,1040.0,0.0,C520876240,15828.0,0.0,0,0
CASH_OUT,181405.37,C82567494,0.0,0.0,C818343975,1420592.89,1601998.26,0,0
CASH_OUT,10000000.0,C466387318,10000000.0,0.0,C1396306912,0.0,10000000.0,1,0
CASH_OUT,370672.27,C1539971063,678.0,0.0,C757493898,1755179.35,1816755.9,0,0
CASH_OUT,445176.86,C581549307,0.0,0.0,C1090263069,1048942.77,1494119.63,0,0
CASH_OUT,89939.39,C1896462760,197648.7,107709.31,C314375431,173296.0,0.0,0,0
CASH_OUT,1529614.71,C955071434,1529614.71,0.0,C865727492,0.0,1529614.71,1,0
TRANSFER,341956.42,C1806925834,341956.42,0.0,C814150801,0.0,0.0,1,0
CASH_OUT,291363.57,C1220931314,2389886.89,2098523.32,C25136566,570983.57,1143218.56,0,0
TRANSFER,36511.67,C2080154452,0.0,0.0,C942226723,41308.0,0.0,0,0
CASH_OUT,13967.05,C2120682680,266.0,0.0,C1090620820,6054.0,20021.05,0,0
TRANSFER,1221935.41,C890187413,10045.0,0.0,C1038434218,30087.0,1247938.01,0,0
CASH_OUT,265746.15,C1498025394,0.0,0.0,C1247658278,1098312.29,1364058.44,0,0
TRANSFER,371492.92,C960060793,79345.0,0.0,C1286084959,8590840.56,12959765.0,0,0
CASH_OUT,1270565.77,C1599110470,1270565.77,0.0,C1024005530,216005.04,1486570.81,1,0
CASH_OUT,108994.49,C1444273015,108994.49,0.0,C254515783,560333.23,669327.72,1,0
CASH_OUT,46190.9,C160168142,46190.9,0.0,C1459561697,0.0,46190.9,1,0
TRANSFER,142791.28,C2091936123,142791.28,0.0,C843542552,0.0,0.0,1,0
TRANSFER,789512.5,C296414558,0.0,0.0,C40075281,7088323.13,10236835.52,0,0
CASH_OUT,243929.25,C2067314975,0.0,0.0,C769342184,16585835.05,16681340.95,0,0
CASH_OUT,228693.31,C1958403865,30003.0,0.0,C1592415783,17515.23,246208.54,0,0
CASH_OUT,10000000.0,C1853514800,10000000.0,0.0,C591314687,0.0,10000000.0,1,0
CASH_OUT,248040.36,C156489184,0.0,0.0,C803116137,18334110.3,23768107.88,0,0
TRANSFER,380592.28,C1716711821,2085.3,0.0,C1927159174,989810.96,762973.35,0,0
CASH_OUT,118753.07,C1596009860,0.0,0.0,C1256728724,154416.74,69756.86,0,0
TRANSFER,1416877.95,C1232816102,407082.54,0.0,C868060023,30417.0,2426054.3,0,0
CASH_OUT,10000000.0,C701712936,10000000.0,0.0,C704752055,0.0,10000000.0,1,0
CASH_OUT,128728.84,C1326029526,0.0,0.0,C979719862,604976.72,491448.89,0,0
TRANSFER,126061.45,C1079557741,126061.45,0.0,C1089646901,0.0,0.0,1,0
TRANSFER,6955.38,C2010629602,0.0,0.0,C783286238,222160.84,372688.92,0,0
TRANSFER,3425386.69,C1737336360,3425386.69,0.0,C328014311,0.0,0.0,1,0
TRANSFER,75442.68,C402808045,0.0,0.0,C1318822808,80469.0,500631.71,0,0
CASH_OUT,306390.43,C440105939,0.0,0.0,C1069131391,1335998.53,1642388.96,0,0
CASH_OUT,192002.69,C811886024,0.0,0.0,C2036762590,795487.35,987490.04,0,0
CASH_OUT,252378.28,C1563122540,0.0,0.0,C1797686173,433614.34,1474093.6,0,0
CASH_OUT,75878.41,C785897303,136.0,0.0,C1383963902,105780.0,270296.87,0,0
CASH_OUT,46941.46,C2098152067,0.0,0.0,C2067546399,97630.03,1318005.5,0,0
TRANSFER,194969.74,C1827007387,10857.0,0.0,C1731824557,13540.71,0.0,0,0
TRANSFER,1189315.2,C80806712,0.0,0.0,C1149273771,1256804.22,6347068.5,0,0
CASH_OUT,252952.54,C1389593843,51285.0,0.0,C380242442,140189.52,1264717.51,0,0
CASH_OUT,198365.81,C1429625701,339890.93,141525.12,C1112414583,312276.86,835678.96,0,0
TRANSFER,70696.74,C947315292,70696.74,0.0,C1485351052,0.0,0.0,1,0
TRANSFER,10000000.0,C1660275627,12321633.57,2321633.57,C851819118,0.0,0.0,1,0
TRANSFER,7513581.46,C1185526711,7513581.46,0.0,C342454180,0.0,0.0,1,0
CASH_OUT,187761.76,C213567087,187761.76,0.0,C349611692,360353.54,687445.2,1,0
CASH_OUT,156329.61,C1208947473,6497.0,0.0,C870563118,0.0,156329.61,0,0
CASH_OUT,40456.29,C140345428,24968.0,0.0,C943166837,32071.81,0.0,0,0
CASH_OUT,218580.31,C1952010683,0.0,0.0,C63475121,492757.56,519853.57,0,0
CASH_OUT,42209.87,C1169481128,26477.0,0.0,C1898745481,350715.31,392925.18,0,0
CASH_OUT,185882.89,C139527382,0.0,0.0,C1477979030,10683722.25,10780596.35,0,0
CASH_OUT,221511.12,C406659405,221511.12,0.0,C200475488,201354.78,422865.9,1,0
CASH_OUT,264763.29,C243640091,0.0,0.0,C1186256103,486383.7,4999613.43,0,0
CASH_OUT,921668.95,C1505563519,921668.95,0.0,C863042157,96395.54,1018064.5,1,0
CASH_OUT,29468.66,C1260920218,0.0,0.0,C1277716905,256229.41,379798.79,0,0
TRANSFER,1733665.82,C1906645795,3327.0,0.0,C1629006028,16887.0,1750552.82,0,0
TRANSFER,1453126.81,C1150063356,0.0,0.0,C453211571,3809570.13,4790173.09,0,0
CASH_OUT,13024.95,C1503196403,13024.95,0.0,C448117484,0.0,13024.95,1,0
TRANSFER,2155569.91,C1429181782,2155569.91,0.0,C1486162037,0.0,0.0,1,0
TRANSFER,219110.27,C662565017,219110.27,0.0,C352364019,0.0,0.0,1,0
CASH_OUT,50090.81,C1316719030,0.0,0.0,C1926673338,61676.39,905734.51,0,0
TRANSFER,181535.2,C744830242,55401.0,0.0,C989796714,201610.0,134022.89,0,0
CASH_OUT,553328.24,C964493655,553328.24,0.0,C471673536,0.0,553328.24,1,0
CASH_OUT,88953.49,C286714423,0.0,0.0,C555334025,139041.38,72786.24,0,0
TRANSFER,2047122.53,C1225188557,352679.63,0.0,C1973561066,8268.96,2701301.94,0,0
CASH_OUT,293520.06,C1309713184,0.0,0.0,C453211571,5174801.52,5950433.65,0,0
TRANSFER,337085.02,C726998651,0.0,0.0,C863811613,420628.49,1328510.04,0,0
TRANSFER,682894.68,C1177072083,0.0,0.0,C1023714065,2079321.97,1412484.09,0,0
CASH_OUT,11419.08,C930362322,0.0,0.0,C1962165946,659549.29,490685.21,0,0
CASH_OUT,223747.88,C1877495196,0.0,0.0,C414821585,646637.95,743038.31,0,0
TRANSFER,1165187.89,C199518027,1165187.89,0.0,C519508909,0.0,0.0,1,0
TRANSFER,520500.14,C75004200,520500.14,0.0,C687978944,0.0,0.0,1,0
CASH_OUT,455386.57,C1878016085,455386.57,0.0,C566136377,0.0,455386.57,1,0
TRANSFER,1545681.21,C837923432,0.0,0.0,C1590550415,16420556.26,17811814.09,0,0
CASH_OUT,236914.77,C1406154490,236914.77,0.0,C423223953,175716.84,412631.61,1,0
TRANSFER,448265.08,C473435189,448265.08,0.0,C1934689735,0.0,0.0,1,0
CASH_OUT,662104.87,C383943825,662104.87,0.0,C1857340685,532995.06,1195099.93,1,0
CASH_OUT,102660.35,C69058368,102660.35,0.0,C1921981173,0.0,102660.35,1,0
CASH_OUT,245643.08,C691320983,0.0,0.0,C668345982,633956.46,879599.54,0,0
CASH_OUT,167462.49,C514191582,376367.94,208905.45,C2109470512,3549435.51,6787849.45,0,0
TRANSFER,353312.93,C1551303995,0.0,0.0,C977993101,458701.51,965870.05,0,0
CASH_OUT,66972.31,C1301074177,0.0,0.0,C1829109420,99075.93,78751.98,0,0
TRANSFER,2216437.25,C407411386,2216437.25,0.0,C2112724407,0.0,0.0,1,0
CASH_OUT,53338.82,C671943963,53338.82,0.0,C1516151145,982332.85,1035671.67,1,0
CASH_OUT,9725837.08,C792281006,9725837.08,0.0,C416165291,160684.93,9886522.01,1,0
TRANSFER,1501775.62,C669096398,0.0,0.0,C1883840933,15756815.22,17258590.84,0,0
TRANSFER,11424.36,C1596047986,11424.36,0.0,C1251374638,0.0,0.0,1,0
CASH_OUT,19526.46,C1086711690,0.0,0.0,C1970362900,157025.32,1296.45,0,0
TRANSFER,34390.85,C635288507,0.0,0.0,C1291286504,90214.97,66575.5,0,0
CASH_OUT,84326.18,C1312126866,49379.86,0.0,C202149782,127637.01,211963.2,0,0
CASH_OUT,91542.63,C869627045,154.0,0.0,C345915713,20727.0,52710.31,0,0
CASH_OUT,115725.15,C1437925850,16292.0,0.0,C624539461,218530.86,592819.21,0,0
TRANSFER,2772748.37,C366210516,2772748.37,0.0,C1877132706,0.0,0.0,1,0
CASH_OUT,49097.58,C1754052542,0.0,0.0,C1894575391,2325449.41,3443379.49,0,0
CASH_OUT,94431.98,C625726422,94431.98,0.0,C793233839,253005.72,347437.7,1,0
CASH_OUT,24382.08,C805912404,24382.08,0.0,C2095346026,6866.91,31248.99,1,0
CASH_OUT,331057.47,C390594503,9532.0,0.0,C1594506797,99831.0,671584.03,0,0
CASH_OUT,217997.15,C1329387249,3864.87,0.0,C1804883318,229167.6,763820.95,0,0
CASH_OUT,141192.05,C839633643,280458.96,139266.92,C1820688445,27088.07,168280.12,0,0
CASH_OUT,143684.43,C844432208,0.0,0.0,C1945802665,558967.43,1471945.15,0,0
TRANSFER,253261.36,C293823168,253261.36,0.0,C1902597722,0.0,0.0,1,0
CASH_OUT,24305.29,C1381442155,67.0,0.0,C2126856079,724.0,0.0,0,0
CASH_OUT,544372.64,C1385346491,0.0,0.0,C124540047,707870.84,4584849.09,0,0
CASH_OUT,21119.86,C1420461317,0.0,0.0,C1548868129,36017.09,166274.48,0,0
CASH_OUT,310072.69,C294308211,226281.24,0.0,C1408337297,312639.25,175365.88,0,0
TRANSFER,366896.03,C1253782028,366896.03,0.0,C2141598336,0.0,0.0,1,0
CASH_OUT,128426.58,C742996578,128426.58,0.0,C11731793,0.0,128426.58,1,0
TRANSFER,1170389.4,C1526378110,3611.91,0.0,C451111351,4401926.06,7255066.28,0,0
CASH_OUT,22689.77,C860408971,0.0,0.0,C1519216494,35360.82,58050.59,0,0
TRANSFER,810479.77,C1875395688,341.0,0.0,C683605346,19972.0,830451.77,0,0
CASH_OUT,8392.12,C411957191,106483.0,98090.88,C1848270947,25.0,1079972.85,0,0
TRANSFER,1282764.23,C803101117,0.0,0.0,C1671386208,3601176.45,6214174.81,0,0
CASH_OUT,173309.11,C563001075,173309.11,0.0,C811338954,0.0,173309.11,1,0
TRANSFER,1043713.35,C1408400561,0.0,0.0,C1437132715,0.0,1883535.27,0,0
CASH_OUT,3912252.81,C2015532834,3912252.81,0.0,C1094245797,0.0,3912252.81,1,0
CASH_OUT,59170.31,C420327580,106990.0,47819.69,C1069131391,1094033.7,1153204.01,0,0
TRANSFER,3530.37,C1406258565,0.0,0.0,C651127138,38538.0,0.0,0,0
CASH_OUT,158409.71,C1796114730,0.0,0.0,C1740764606,2346601.76,2716954.86,0,0
TRANSFER,22140.87,C1032891419,22140.87,0.0,C347989965,0.0,0.0,1,0
CASH_OUT,103684.35,C1168013172,0.0,0.0,C2143477943,304990.5,714169.7,0,0
CASH_OUT,243891.24,C782521433,0.0,0.0,C849038219,2319895.36,1337271.15,0,0
TRANSFER,2312944.11,C1091954556,2312944.11,0.0,C2120902044,0.0,0.0,1,0
TRANSFER,348860.36,C1802651387,0.0,0.0,C75629578,614984.46,707849.71,0,0
TRANSFER,390763.24,C1160185399,390763.24,0.0,C1622291038,0.0,0.0,1,0
TRANSFER,355251.0,C839675438,69335.0,0.0,C1891412311,972619.67,1416477.85,0,0
TRANSFER,2503436.11,C1438400820,208599.67,0.0,C1505755152,11475738.74,14646239.59,0,0
CASH_OUT,234607.13,C1899470602,5028.0,0.0,C1460346967,0.0,234607.13,0,0
CASH_OUT,43093.35,C1491877515,0.0,0.0,C125722707,602168.54,779659.14,0,0
CASH_OUT,31519.66,C953996723,0.0,0.0,C179481608,53487.41,85007.07,0,0
CASH_OUT,417935.49,C1962279748,15127.0,0.0,C1794607688,117562.47,535497.96,0,0
CASH_OUT,141817.92,C353536118,29718.0,0.0,C1883788127,140143.17,228885.23,0,0
CASH_OUT,1618.42,C1976164658,0.0,0.0,C1566423339,267554.08,462776.06,0,0
TRANSFER,3302492.95,C2115449921,3302492.95,0.0,C314077583,0.0,0.0,1,0
TRANSFER,1144634.64,C449833924,0.0,0.0,C1778300121,2023127.19,3089439.33,0,0
CASH_OUT,49804.17,C1025266421,5086.37,0.0,C456172878,175863.93,172958.83,0,0
CASH_OUT,215246.49,C1870593706,0.0,0.0,C1582765215,4809911.2,5626617.03,0,0
TRANSFER,3942.44,C502891368,0.0,0.0,C1225616405,25716.56,0.0,0,0
CASH_OUT,47890.35,C1902956356,0.0,0.0,C175291188,100186.0,20917.86,0,0
TRANSFER,221107.56,C1387397359,221107.56,0.0,C1005726924,0.0,0.0,1,0
CASH_OUT,141837.8,C221305576,141837.8,0.0,C1119520541,5845089.37,5986927.17,1,0
CASH_OUT,136525.74,C1397363817,0.0,0.0,C549221039,164827.93,301353.67,0,0
CASH_OUT,696276.83,C674664027,40827.0,0.0,C812423980,0.0,1006531.04,0,0
CASH_OUT,131147.35,C1407070222,61721.0,0.0,C1117816135,134611.8,163839.59,0,0
CASH_OUT,64574.48,C1526590298,0.0,0.0,C1705175888,228563.0,422784.64,0,0
CASH_OUT,731113.99,C697413376,731113.99,0.0,C1918590482,6041587.18,6772701.17,1,0
CASH_OUT,131679.55,C112697072,298230.08,166550.53,C1371191175,935659.8,3889129.15,0,0
CASH_OUT,269599.3,C1410965624,1601670.97,1332071.67,C1166654566,735835.14,851662.52,0,0
TRANSFER,42513.08,C2009003297,42513.08,0.0,C1459842129,0.0,0.0,1,0
TRANSFER,68332.36,C748975217,0.0,0.0,C1782113663,2170904.16,3997768.55,0,0
TRANSFER,2406332.79,C676092302,2406332.79,0.0,C636444299,0.0,0.0,1,0
CASH_OUT,129431.13,C324507700,0.0,0.0,C747464370,976999.9,1567434.81,0,0
CASH_OUT,50715.09,C422098403,0.0,0.0,C1684776894,553715.73,1206776.14,0,0
CASH_OUT,433718.78,C1139734731,32981.0,0.0,C1226372269,7491023.94,8181104.01,0,0
CASH_OUT,509462.63,C1419964942,0.0,0.0,C2083562754,17758775.48,18123750.85,0,0
CASH_OUT,22210.09,C2100383331,0.0,0.0,C996907393,22650.0,0.0,0,0
CASH_OUT,69014.92,C2009593531,0.0,0.0,C1750563752,112275.31,181290.23,0,0
TRANSFER,459.38,C295421144,459.38,0.0,C2125715094,0.0,0.0,1,0
TRANSFER,302227.56,C648990331,302227.56,0.0,C1204258741,0.0,0.0,1,0
CASH_OUT,166271.16,C656954866,166271.16,0.0,C1289924528,971534.25,1137805.42,1,0
CASH_OUT,173668.46,C1332434443,173668.46,0.0,C672297359,383083.73,556752.19,1,0
CASH_OUT,546020.74,C1323830604,12633.0,0.0,C1639464943,67512.15,631745.85,0,0
CASH_OUT,261709.15,C159895294,0.0,0.0,C897209100,5188807.88,5450517.03,0,0
TRANSFER,178569.48,C282621115,178569.48,0.0,C2027238520,0.0,0.0,1,0
CASH_OUT,248409.56,C1492323121,248409.56,0.0,C1162648274,2156174.28,2404583.85,1,0
CASH_OUT,34325.53,C1292769946,50893.41,16567.87,C931482420,36899.86,71225.39,0,0
TRANSFER,1159010.44,C695823841,1159010.44,0.0,C679367763,0.0,0.0,1,0
CASH_OUT,81867.07,C1861680707,81867.07,0.0,C2064372710,135117.98,216985.05,1,0
CASH_OUT,64510.32,C1030560519,0.0,0.0,C638342484,150622.0,407548.7,0,0
CASH_OUT,564263.94,C1090265610,564263.94,0.0,C717934404,1087753.58,1652017.52,1,0
CASH_OUT,99266.44,C665233711,71611.0,0.0,C1015594741,6330.0,0.0,0,0
CASH_OUT,3879669.76,C1737566692,3879669.76,0.0,C54612631,621931.51,4501601.27,1,0
CASH_OUT,119898.51,C418505990,0.0,0.0,C1235151206,329335.15,449233.66,0,0
CASH_OUT,432243.15,C1328373504,0.0,0.0,C746359178,900493.36,1793011.1,0,0
TRANSFER,121217.55,C536174280,0.0,0.0,C503195940,228783.05,614329.95,0,0
TRANSFER,357062.79,C797248899,11379.0,0.0,C1926673338,2093168.81,2125199.85,0,0
CASH_OUT,167110.32,C955123450,0.0,0.0,C1059154409,273583.73,326435.12,0,0
TRANSFER,218698.72,C93011633,28177.0,0.0,C769342184,12584393.5,12782636.7,0,0
CASH_OUT,125216.91,C1790290337,125216.91,0.0,C898274141,0.0,125216.91,1,0
CASH_OUT,97919.82,C987234822,0.0,0.0,C306206744,6778202.0,7329355.45,0,0
CASH_OUT,187128.57,C1552716986,187128.57,0.0,C562686021,846965.44,1034094.01,1,0
CASH_OUT,11143.53,C1215168522,20738.0,9594.47,C865922491,481530.93,492674.45,0,0
CASH_OUT,47924.64,C1175467906,0.0,0.0,C1273939873,1525464.32,1114344.4,0,0
CASH_OUT,144195.78,C1692548840,0.0,0.0,C1023714065,8398562.84,9257902.53,0,0
TRANSFER,10000000.0,C511044281,11912961.16,1912961.16,C2122549663,0.0,0.0,1,0
CASH_OUT,1033878.67,C997616929,1033878.67,0.0,C1469065727,6177505.77,7211384.44,1,0
TRANSFER,388950.76,C1497215635,43053.0,0.0,C872592585,11999.56,532138.2,0,0
CASH_OUT,155547.47,C980941082,0.0,0.0,C728885526,354441.47,608211.84,0,0
TRANSFER,2684260.67,C1730345649,2684260.67,0.0,C1466122025,0.0,0.0,1,0
CASH_OUT,266351.6,C1473906713,266351.6,0.0,C1133952211,0.0,266351.6,1,0
CASH_OUT,7807640.17,C501884984,7807640.17,0.0,C181617125,273879.35,8081519.52,1,0
TRANSFER,1123561.68,C1234309969,1123561.68,0.0,C587188586,0.0,0.0,1,0
TRANSFER,26176.99,C722729993,11514.0,0.0,C1438689128,20500.0,117723.31,0,0
TRANSFER,93483.23,C1834440439,93483.23,0.0,C678733325,0.0,0.0,1,0
CASH_OUT,107713.97,C1273317022,0.0,0.0,C459172227,1939148.19,2591462.11,0,0
CASH_OUT,16000.8,C417352941,0.0,0.0,C219548740,20709.0,36709.8,0,0
TRANSFER,1477935.44,C97435310,124300.0,0.0,C875128687,20109.0,1670282.0,0,0
CASH_OUT,102464.68,C287402036,102464.68,0.0,C95792829,117288.38,219753.06,1,0
CASH_OUT,30131.22,C797974456,99391.0,69259.78,C513285223,5119.0,195613.31,0,0
TRANSFER,1474998.09,C1444831981,0.0,0.0,C1671386208,1697229.22,6214174.81,0,0
CASH_OUT,135073.57,C1171153593,0.0,0.0,C1489406543,451907.61,586981.18,0,0
TRANSFER,43251.65,C911147274,0.0,0.0,C1964947881,67907.06,453118.38,0,0
TRANSFER,1290193.08,C2117512947,1290193.08,0.0,C1053414206,0.0,0.0,1,0
CASH_OUT,786480.78,C1520540866,786480.78,0.0,C433336667,1590386.44,2376867.23,1,0
CASH_OUT,42789.93,C1799683256,42789.93,0.0,C2124012245,0.0,42789.93,1,0
CASH_OUT,386783.54,C1821844934,784670.89,397887.35,C593596322,1330336.36,1513684.58,0,0
CASH_OUT,360004.0,C1299456053,4343.0,0.0,C745740822,0.0,36350.43,0,0
TRANSFER,19742.71,C199871794,19742.71,0.0,C1396988344,0.0,0.0,1,0
CASH_OUT,184657.73,C816559571,9514.0,0.0,C630921936,0.0,184657.73,0,0
CASH_OUT,6199009.0,C935658927,6199009.0,0.0,C1938522935,938804.47,7137813.47,1,0
CASH_OUT,166607.58,C984041165,0.0,0.0,C1327907419,439795.81,1204577.24,0,0
CASH_OUT,11176.15,C1304269363,0.0,0.0,C2145867337,347521.12,520016.61,0,0
TRANSFER,655492.15,C2075924494,0.0,0.0,C2001120792,1049297.72,1257854.82,0,0
TRANSFER,387849.35,C881253965,860.0,0.0,C599726537,650688.09,528200.34,0,0
CASH_OUT,174652.56,C1937206825,159.0,0.0,C1646561071,301835.75,256693.89,0,0
TRANSFER,556306.49,C209561818,0.0,0.0,C1396755641,2110115.54,2666422.03,0,0
TRANSFER,30538.26,C208438522,31324.0,785.74,C1777369261,177509.88,208048.14,0,0
CASH_OUT,248973.96,C1960296458,1318.0,0.0,C1209271652,1040738.74,1488576.94,0,0
CASH_OUT,310803.18,C341829070,540370.6,229567.42,C345507865,0.0,310803.18,0,0
CASH_OUT,232912.57,C1670419162,0.0,0.0,C761050956,361558.0,902664.2,0,0
CASH_OUT,398219.08,C1810039949,398219.08,0.0,C1995930923,0.0,398219.08,1,0
CASH_OUT,80704.2,C620634162,1170.0,0.0,C1272096944,0.0,385283.69,0,0
TRANSFER,32527.0,C1930526816,32527.0,0.0,C1608920091,0.0,0.0,1,0
CASH_OUT,355832.18,C348049773,355832.18,0.0,C1765590670,92057.45,447889.63,1,0
TRANSFER,757401.17,C1666463785,757401.17,0.0,C1703328404,0.0,0.0,1,0
CASH_OUT,207367.79,C1285856350,11379.0,0.0,C261569138,38393.28,96742.27,0,0
CASH_OUT,186187.98,C165647115,0.0,0.0,C408536992,610168.0,595945.25,0,0
CASH_OUT,127916.67,C442707835,127916.67,0.0,C473607124,1520726.85,1648643.52,1,0
CASH_OUT,58521.53,C1994097574,58521.53,0.0,C1963548176,0.0,58521.53,1,0
TRANSFER,417121.35,C314309022,20132.0,0.0,C2047373618,1198.0,0.0,0,0
CASH_OUT,103881.33,C1733618702,0.0,0.0,C346546542,852783.47,956664.8,0,0
TRANSFER,431356.55,C1839723035,431356.55,0.0,C1602753129,0.0,0.0,1,0
CASH_OUT,41295.56,C1011104118,20720.74,0.0,C932583850,2614230.5,2719172.89,0,0
CASH_OUT,80117.92,C1455581985,0.0,0.0,C1807896178,164242.82,244360.74,0,0
CASH_OUT,137605.04,C1580498026,137605.04,0.0,C191934228,0.0,137605.04,1,0
CASH_OUT,151480.56,C1836470646,0.0,0.0,C1930040331,519076.24,462485.35,0,0
CASH_OUT,224865.77,C272081460,0.0,0.0,C1630293008,1323509.16,1595736.06,0,0
CASH_OUT,57412.52,C85640913,106744.0,49331.48,C578599557,24600.91,82013.43,0,0
CASH_OUT,169512.95,C69643410,188073.98,18561.02,C1624533975,236310.77,394387.32,0,0
CASH_OUT,31109.29,C394089860,2326.0,0.0,C1860513229,0.0,390440.32,0,0
CASH_OUT,226316.78,C712127983,315259.56,88942.78,C674913323,1240187.69,4984485.97,0,0
TRANSFER,116489.77,C1178847797,116489.77,0.0,C63537571,0.0,0.0,1,0
TRANSFER,93499.66,C1665846986,1264485.25,1170985.59,C1396297158,199098.0,185524.89,0,0
TRANSFER,514977.05,C487523318,391515.0,0.0,C490150701,3298.05,693505.46,0,0
CASH_OUT,370935.8,C405080131,36316.0,0.0,C471455556,10671.0,381606.8,0,0
TRANSFER,107763.89,C503988093,0.0,0.0,C755355682,108139.0,349159.65,0,0
CASH_OUT,26205.91,C1541339374,0.0,0.0,C1297685781,1094402.81,1120608.72,0,0
CASH_OUT,385954.62,C1085767497,12857.38,0.0,C909295153,10267817.6,10946293.06,0,0
TRANSFER,3547485.43,C1934752840,3547485.43,0.0,C221266057,0.0,0.0,1,0
TRANSFER,127156.49,C1718340176,127156.49,0.0,C680745289,0.0,0.0,1,0
CASH_OUT,71672.76,C1343961243,0.0,0.0,C22805895,573962.08,226558.96,0,0
TRANSFER,469683.7,C831701583,0.0,0.0,C2116802101,520290.34,1187770.16,0,0
TRANSFER,833142.33,C852612805,0.0,0.0,C769342184,12803092.22,12782636.7,0,0
CASH_OUT,1842163.57,C1605541894,1842163.57,0.0,C2135177124,446897.67,2289061.24,1,0
CASH_OUT,786573.0,C1420516343,786573.0,0.0,C567741813,0.0,786573.0,1,0
TRANSFER,1814125.23,C462903532,130738.38,0.0,C1761324386,11653.95,1512692.91,0,0
CASH_OUT,66906.2,C1562663151,0.0,0.0,C1076835071,1171057.3,2161457.75,0,0
TRANSFER,23413.67,C2101272000,23413.67,0.0,C255541655,0.0,0.0,1,0
CASH_OUT,36361.34,C392795843,26136.14,0.0,C1850180796,1046974.06,1187114.17,0,0
CASH_OUT,91117.77,C415884912,0.0,0.0,C461640598,10107771.15,11547845.68,0,0
CASH_OUT,372508.61,C1500433001,0.0,0.0,C896393489,28783585.38,31306920.44,0,0
CASH_OUT,194620.68,C698747943,0.0,0.0,C453211571,610710.98,3461666.05,0,0
CASH_OUT,107773.49,C25081130,107773.49,0.0,C968531145,2071923.99,2179697.48,1,0
CASH_OUT,48543.62,C274111530,45826.0,0.0,C1647754924,808382.72,1563660.85,0,0
CASH_OUT,73821.72,C1238471936,0.0,0.0,C1004116292,399896.24,473717.97,0,0
CASH_OUT,133980.84,C1615383247,0.0,0.0,C2017484544,204405.0,12.82,0,0
CASH_OUT,41428.9,C2052119405,41428.9,0.0,C1101469852,25069.03,66497.93,1,0
CASH_OUT,145485.84,C348399849,0.0,0.0,C1219248641,1032682.44,1706725.26,0,0
CASH_OUT,76214.37,C532198616,54984.0,0.0,C1373172466,1988711.77,4791597.89,0,0
CASH_OUT,275196.32,C1205289830,0.0,0.0,C1207178960,425805.36,240727.2,0,0
CASH_OUT,282127.67,C248152690,450317.33,168189.66,C1688923359,427720.18,709847.85,0,0
CASH_OUT,148642.9,C522833010,0.0,0.0,C679235222,3775258.92,3763135.16,0,0
TRANSFER,370456.66,C957436173,0.0,0.0,C1095587424,1261611.22,2153931.55,0,0
TRANSFER,425861.93,C75122895,425861.93,0.0,C1874408253,0.0,0.0,1,0
CASH_OUT,225794.65,C1923017713,0.0,0.0,C884262954,3289754.52,3693285.75,0,0
TRANSFER,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0
TRANSFER,128893.5,C690631136,128893.5,0.0,C888357097,0.0,0.0,1,0
CASH_OUT,162757.72,C654238720,0.0,0.0,C294900736,248880.82,411638.54,0,0
TRANSFER,400444.34,C27796563,589.0,0.0,C1933965693,0.0,421984.74,0,0
CASH_OUT,1893451.73,C1062517629,1893451.73,0.0,C1434665173,488873.27,2382324.99,1,0
CASH_OUT,162724.43,C503968073,0.0,0.0,C746359178,233766.75,1793011.1,0,0
TRANSFER,1548558.03,C290608334,51889.52,0.0,C653745564,119814.76,2463244.43,0,0
CASH_OUT,182733.54,C1129546540,0.0,0.0,C2042633527,22590474.83,22724362.7,0,0
CASH_OUT,158596.81,C581886429,5147.0,0.0,C1195148445,187420.13,352828.08,0,0
CASH_OUT,562480.71,C985140958,0.0,0.0,C1241878571,1240209.54,1802690.25,0,0
TRANSFER,91167.29,C18717948,10627.0,0.0,C646059443,602164.89,693332.18,0,0
TRANSFER,19776.71,C1567288795,19776.71,0.0,C1978402788,0.0,0.0,1,0
CASH_OUT,103849.64,C821827084,156518.0,52668.36,C1117816135,163839.59,267689.24,0,0
TRANSFER,222213.27,C1789325014,222213.27,0.0,C1793547874,0.0,0.0,1,0
CASH_OUT,102750.55,C1347259085,102750.55,0.0,C1084363667,473786.58,576537.12,1,0
CASH_OUT,464494.42,C128204151,1778.0,0.0,C861958315,0.0,531628.29,0,0
CASH_OUT,419993.73,C1710996214,9454.0,0.0,C1905079199,252715.04,473786.79,0,0
CASH_OUT,41727.6,C1699679059,938548.29,896820.69,C1261940778,70740.0,711236.14,0,0
